x,y,MAX_TEMPERATURE_FLAG,HEATING_DEGREE_DAYS_FLAG,STATION_NAME,MAX_TEMPERATURE,SNOW_ON_GROUND,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,LOCAL_DAY,DIRECTION_MAX_GUST,MEAN_TEMPERATURE_FLAG,MIN_REL_HUMIDITY,MIN_TEMPERATURE,SNOW_ON_GROUND_FLAG,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG,CLIMATE_IDENTIFIER,TOTAL_RAIN,MIN_REL_HUMIDITY_FLAG,MIN_TEMPERATURE_FLAG,PROVINCE_CODE,LOCAL_DATE,TOTAL_PRECIPITATION_FLAG,TOTAL_PRECIPITATION,LOCAL_YEAR,ID,TOTAL_SNOW_FLAG,MEAN_TEMPERATURE,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,TOTAL_SNOW,DIRECTION_MAX_GUST_FLAG,HEATING_DEGREE_DAYS,TOTAL_RAIN_FLAG,LOCAL_MONTH
-120.44194444444445,50.702222222222225,,,KAMLOOPS A,31.1,0,4,,13,24,,29,12.8,,82,,1163780,0,,,BC,1978-07-13 00:00:00,,0,1978,1163780.1978.7.13,,22,35,,0,,0,,7
-120.44194444444445,50.702222222222225,,,KAMLOOPS A,31.9,0,6.1,,14,0,,31,16.2,,72,,1163780,0,,,BC,1978-07-14 00:00:00,T,0,1978,1163780.1978.7.14,,24.1,0,,0,,0,T,7
-120.44194444444445,50.702222222222225,,,KAMLOOPS A,33.7,0,6.4,,15,27,,18,15,,88,,1163780,0,,,BC,1978-07-15 00:00:00,,0,1978,1163780.1978.7.15,,24.4,39,,0,,0,,7
-120.44194444444445,50.702222222222225,,,KAMLOOPS A,29.3,0,5.4,,16,27,,35,17.5,,78,,1163780,2.1,,,BC,1978-07-16 00:00:00,,2.1,1978,1163780.1978.7.16,,23.4,39,,0,,0,,7
-120.44194444444445,50.702222222222225,,,KAMLOOPS A,24.4,0,2.4,,17,27,,36,16.3,,83,,1163780,0.5,,,BC,1978-07-17 00:00:00,,0.5,1978,1163780.1978.7.17,,20.4,44,,0,,0,,7
-120.44194444444445,50.702222222222225,,,KAMLOOPS A,25.9,0,2.2,,18,26,,29,14.4,,67,,1163780,0,,,BC,1978-07-18 00:00:00,T,0,1978,1163780.1978.7.18,,20.2,43,,0,,0,T,7
-120.44194444444445,50.702222222222225,,,KAMLOOPS A,29.7,0,1.4,,19,0,,20,9,,76,,1163780,0,,,BC,1978-07-19 00:00:00,,0,1978,1163780.1978.7.19,,19.4,0,,0,,0,,7
-120.44194444444445,50.702222222222225,,,KAMLOOPS A,31.6,0,3.8,,20,0,,16,11.9,,72,,1163780,0,,,BC,1978-07-20 00:00:00,,0,1978,1163780.1978.7.20,,21.8,0,,0,,0,,7
-120.44194444444445,50.702222222222225,,,KAMLOOPS A,34.1,0,6.3,,21,0,,21,14.5,,63,,1163780,0,,,BC,1978-07-21 00:00:00,,0,1978,1163780.1978.7.21,,24.3,0,,0,,0,,7
-120.44194444444445,50.702222222222225,,,KAMLOOPS A,36.2,0,7.7,,22,25,,18,15.2,,77,,1163780,0,,,BC,1978-07-22 00:00:00,,0,1978,1163780.1978.7.22,,25.7,44,,0,,0,,7
-120.44194444444445,50.702222222222225,,,KAMLOOPS A,35.2,0,7.2,,23,21,,17,15.1,,59,,1163780,0,,,BC,1978-07-23 00:00:00,,0,1978,1163780.1978.7.23,,25.2,52,,0,,0,,7
-120.44194444444445,50.702222222222225,,,KAMLOOPS A,33.6,0,6.5,,24,0,,20,15.3,,59,,1163780,0,,,BC,1978-07-24 00:00:00,,0,1978,1163780.1978.7.24,,24.5,0,,0,,0,,7
-120.44194444444445,50.702222222222225,,,KAMLOOPS A,35.7,0,8,,25,0,,18,16.2,,72,,1163780,0,,,BC,1978-07-25 00:00:00,,0,1978,1163780.1978.7.25,,26,0,,0,,0,,7
-120.44194444444445,50.702222222222225,,,KAMLOOPS A,30,0,5.5,,26,23,,26,16.9,,68,,1163780,0.6,,,BC,1978-07-26 00:00:00,,0.6,1978,1163780.1978.7.26,,23.5,59,,0,,0,,7
-120.44194444444445,50.702222222222225,,,KAMLOOPS A,24.5,0,2.2,,27,0,,44,15.8,,94,,1163780,1,,,BC,1978-07-27 00:00:00,,1,1978,1163780.1978.7.27,,20.2,0,,0,,0,,7
-120.44194444444445,50.702222222222225,,,KAMLOOPS A,30.8,0,4.2,,28,0,,29,13.6,,82,,1163780,0,,,BC,1978-07-28 00:00:00,,0,1978,1163780.1978.7.28,,22.2,0,,0,,0,,7
-120.44194444444445,50.702222222222225,,,KAMLOOPS A,32.4,0,5.2,,29,0,,24,14,,68,,1163780,0,,,BC,1978-07-29 00:00:00,,0,1978,1163780.1978.7.29,,23.2,0,,0,,0,,7
-120.44194444444445,50.702222222222225,,,KAMLOOPS A,33.4,0,6.2,,30,30,,20,14.9,,67,,1163780,0,,,BC,1978-07-30 00:00:00,,0,1978,1163780.1978.7.30,,24.2,33,,0,,0,,7
-120.44194444444445,50.702222222222225,,,KAMLOOPS A,33.3,0,7,,31,26,,16,16.7,,59,,1163780,0,,,BC,1978-07-31 00:00:00,,0,1978,1163780.1978.7.31,,25,33,,0,,0,,7
-120.44194444444445,50.702222222222225,,,KAMLOOPS A,32.8,0,5.8,,1,33,,21,14.7,,67,,1163780,0,,,BC,1978-08-01 00:00:00,,0,1978,1163780.1978.8.1,,23.8,31,,0,,0,,8
-120.44194444444445,50.702222222222225,,,KAMLOOPS A,33.7,0,8.6,,2,28,,14,19.4,,53,,1163780,0,,,BC,1978-08-02 00:00:00,,0,1978,1163780.1978.8.2,,26.6,35,,0,,0,,8
-120.44194444444445,50.702222222222225,,,KAMLOOPS A,38.3,0,8.7,,3,0,,15,15,,55,,1163780,0,,,BC,1978-08-03 00:00:00,,0,1978,1163780.1978.8.3,,26.7,0,,0,,0,,8
-120.44194444444445,50.702222222222225,,,KAMLOOPS A,36.4,0,8.9,,4,22,,14,17.4,,64,,1163780,0,,,BC,1978-08-04 00:00:00,,0,1978,1163780.1978.8.4,,26.9,61,,0,,0,,8
-120.44194444444445,50.702222222222225,,,KAMLOOPS A,30.6,0,4.1,,5,22,,17,13.6,,55,,1163780,0,,,BC,1978-08-05 00:00:00,,0,1978,1163780.1978.8.5,,22.1,52,,0,,0,,8
-120.44194444444445,50.702222222222225,,,KAMLOOPS A,30,0,5.2,,6,30,,27,16.4,,59,,1163780,0,,,BC,1978-08-06 00:00:00,,0,1978,1163780.1978.8.6,,23.2,33,,0,,0,,8
-120.44194444444445,50.702222222222225,,,KAMLOOPS A,33.9,0,5.7,,7,0,,19,13.4,,67,,1163780,0,,,BC,1978-08-07 00:00:00,,0,1978,1163780.1978.8.7,,23.7,0,,0,,0,,8
-120.44194444444445,50.702222222222225,,,KAMLOOPS A,36.3,0,7,,8,0,,16,13.7,,72,,1163780,0,,,BC,1978-08-08 00:00:00,,0,1978,1163780.1978.8.8,,25,0,,0,,0,,8
-120.44194444444445,50.702222222222225,,,KAMLOOPS A,36,0,7.8,,9,23,,17,15.5,,68,,1163780,0,,,BC,1978-08-09 00:00:00,,0,1978,1163780.1978.8.9,,25.8,46,,0,,0,,8
-120.44194444444445,50.702222222222225,,,KAMLOOPS A,28.8,0,3.6,,10,23,,24,14.4,,68,,1163780,0,,,BC,1978-08-10 00:00:00,T,0,1978,1163780.1978.8.10,,21.6,44,,0,,0,T,8
-120.44194444444445,50.702222222222225,,,KAMLOOPS A,23.8,0,2,,11,22,,36,16.1,,82,,1163780,0,,,BC,1978-08-11 00:00:00,T,0,1978,1163780.1978.8.11,,20,44,,0,,0,T,8
-120.44194444444445,50.702222222222225,,,KAMLOOPS A,25,0,0.8,,12,11,,26,12.6,,88,,1163780,1.8,,,BC,1978-08-12 00:00:00,,1.8,1978,1163780.1978.8.12,,18.8,43,,0,,0,,8
-120.44194444444445,50.702222222222225,,,KAMLOOPS A,24.9,0,0.5,,13,0,,30,12,,94,,1163780,0.6,,,BC,1978-08-13 00:00:00,,0.6,1978,1163780.1978.8.13,,18.5,0,,0,,0,,8
-120.44194444444445,50.702222222222225,,,KAMLOOPS A,21.5,0,0,,14,16,,46,13.9,,77,,1163780,0.7,,,BC,1978-08-14 00:00:00,,0.7,1978,1163780.1978.8.14,,17.7,31,,0,,0.3,,8
-120.44194444444445,50.702222222222225,,,KAMLOOPS A,19.7,0,0,,15,8,,49,10.6,,94,,1163780,1,,,BC,1978-08-15 00:00:00,,1,1978,1163780.1978.8.15,,15.2,41,,0,,2.8,,8
-120.44194444444445,50.702222222222225,,,KAMLOOPS A,17.5,0,0,,16,27,,59,12.5,,88,,1163780,2.6,,,BC,1978-08-16 00:00:00,,2.6,1978,1163780.1978.8.16,,15,43,,0,,3,,8
-120.44194444444445,50.702222222222225,,,KAMLOOPS A,26,0,2.1,,17,29,,32,14.2,,77,,1163780,0.6,,,BC,1978-08-17 00:00:00,,0.6,1978,1163780.1978.8.17,,20.1,41,,0,,0,,8
-120.44194444444445,50.702222222222225,,,KAMLOOPS A,20.9,0,0,,18,4,,40,12.2,,82,,1163780,2.5,,,BC,1978-08-18 00:00:00,,2.5,1978,1163780.1978.8.18,,16.6,43,,0,,1.4,,8
-120.44194444444445,50.702222222222225,,,KAMLOOPS A,19.8,0,0,,19,19,,46,11.4,,94,,1163780,3.7,,,BC,1978-08-19 00:00:00,,3.7,1978,1163780.1978.8.19,,15.6,46,,0,,2.4,,8
-120.44194444444445,50.702222222222225,,,KAMLOOPS A,20.2,0,0,,20,29,,40,11.5,,94,,1163780,4.3,,,BC,1978-08-20 00:00:00,,4.3,1978,1163780.1978.8.20,,15.9,39,,0,,2.1,,8
-120.44194444444445,50.702222222222225,,,KAMLOOPS A,24.2,0,0,,21,0,,31,6.5,,93,,1163780,0,,,BC,1978-08-21 00:00:00,,0,1978,1163780.1978.8.21,,15.4,0,,0,,2.6,,8
-120.44194444444445,50.702222222222225,,,KAMLOOPS A,23.2,0,0,,22,0,,35,7.8,,82,,1163780,0,,,BC,1978-08-22 00:00:00,,0,1978,1163780.1978.8.22,,15.5,0,,0,,2.5,,8
-120.44194444444445,50.702222222222225,,,KAMLOOPS A,23.4,0,0,,23,15,,38,12.5,,77,,1163780,0,,,BC,1978-08-23 00:00:00,T,0,1978,1163780.1978.8.23,,18,43,,0,,0,T,8
-120.44194444444445,50.702222222222225,,,KAMLOOPS A,21.6,0,0.2,,24,11,,49,14.7,,88,,1163780,1.8,,,BC,1978-08-24 00:00:00,,1.8,1978,1163780.1978.8.24,,18.2,35,,0,,0,,8
-120.44194444444445,50.702222222222225,,,KAMLOOPS A,24.2,0,0,,25,23,,25,11.6,,82,,1163780,0,,,BC,1978-08-25 00:00:00,,0,1978,1163780.1978.8.25,,17.9,39,,0,,0.1,,8
-120.44194444444445,50.702222222222225,,,KAMLOOPS A,23,0,0,,26,5,,35,11.3,,82,,1163780,0.2,,,BC,1978-08-26 00:00:00,,0.2,1978,1163780.1978.8.26,,17.2,35,,0,,0.8,,8
-120.44194444444445,50.702222222222225,,,KAMLOOPS A,25.2,0,0,,27,0,,30,8,,93,,1163780,0,,,BC,1978-08-27 00:00:00,,0,1978,1163780.1978.8.27,,16.6,0,,0,,1.4,,8
