"Year","DayOfYear","Max_Temp_Year","Percentile_90","Station"
2023,"04-02",10.5,17.2,"Kelowna"
2023,"04-03",10.4,17.5,"Kelowna"
2023,"04-04",10.6,17.8,"Kelowna"
2023,"04-05",13.2,17.8,"Kelowna"
2023,"04-06",13,18.2,"Kelowna"
2023,"04-07",12,18.3,"Kelowna"
2023,"04-08",12.4,18.3,"Kelowna"
2023,"04-09",15.3,18.9,"Kelowna"
2023,"04-10",13.3,18.9,"Kelowna"
2023,"04-11",12.2,19.4,"Kelowna"
2023,"04-12",11,19.4,"Kelowna"
2023,"04-13",13.1,19.4,"Kelowna"
2023,"04-14",13.8,20,"Kelowna"
2023,"04-15",15.2,20,"Kelowna"
2023,"04-16",12.8,20.2,"Kelowna"
2023,"04-17",13.4,20.5,"Kelowna"
2023,"04-18",11.3,20.6,"Kelowna"
2023,"04-19",13.5,20.7,"Kelowna"
2023,"04-20",13.6,21.1,"Kelowna"
2023,"04-21",12.1,21.1,"Kelowna"
2023,"04-22",15,21.5,"Kelowna"
2023,"04-23",13.2,21.7,"Kelowna"
2023,"04-24",15,22.07,"Kelowna"
2023,"04-25",18.7,22.2,"Kelowna"
2023,"04-26",20.8,22.4,"Kelowna"
2023,"04-27",19.7,22.8,"Kelowna"
2023,"04-28",25.3,22.8,"Kelowna"
2023,"04-29",27.6,23,"Kelowna"
2023,"04-30",26.9,23.3,"Kelowna"
2023,"05-01",24.2,23.9,"Kelowna"
2023,"05-02",26.1,23.9,"Kelowna"
2023,"05-03",28.2,23.9,"Kelowna"
2023,"05-04",30.1,24.4,"Kelowna"
2023,"05-05",20.4,24.4,"Kelowna"
2023,"05-06",16.3,24.7,"Kelowna"
2023,"05-07",17,25,"Kelowna"
2023,"05-08",20,25.1,"Kelowna"
2023,"05-09",20.7,25.5,"Kelowna"
2023,"05-10",21.5,25.5,"Kelowna"
2023,"05-11",25.2,25.6,"Kelowna"
2023,"05-12",27.5,25.6,"Kelowna"
2023,"05-13",29.9,25.6,"Kelowna"
2023,"05-14",31.3,26.1,"Kelowna"
2023,"05-15",31.9,26.1,"Kelowna"
2023,"05-16",30.4,26.7,"Kelowna"
2023,"05-17",28.6,26.7,"Kelowna"
2023,"05-18",30.1,26.7,"Kelowna"
2023,"05-19",32.2,26.7,"Kelowna"
2023,"05-20",29.9,26.7,"Kelowna"
2023,"05-21",21.6,27.2,"Kelowna"
2023,"05-22",17.2,27.2,"Kelowna"
2023,"05-23",18.1,27.2,"Kelowna"
2023,"05-24",19.9,27.5,"Kelowna"
2023,"05-25",20.6,27.8,"Kelowna"
2023,"05-26",26.8,27.8,"Kelowna"
2023,"05-27",27.8,27.9,"Kelowna"
2023,"05-28",27.5,28.2,"Kelowna"
2023,"05-29",28.4,28.3,"Kelowna"
2023,"05-30",27.3,28.3,"Kelowna"
2023,"05-31",24.6,28.3,"Kelowna"
2023,"06-01",26.2,28.7,"Kelowna"
2023,"06-02",28.8,28.75,"Kelowna"
2023,"06-03",29.9,28.9,"Kelowna"
2023,"06-04",28,28.9,"Kelowna"
2023,"06-05",23.9,28.9,"Kelowna"
2023,"06-06",28,28.9,"Kelowna"
2023,"06-07",32.5,29.2,"Kelowna"
2023,"06-08",34.4,29.4,"Kelowna"
2023,"06-09",28.1,29.4,"Kelowna"
2023,"06-10",25.7,29.4,"Kelowna"
2023,"06-11",27.7,29.4,"Kelowna"
2023,"06-12",33.6,29.4,"Kelowna"
2023,"06-13",29.4,29.4,"Kelowna"
2023,"06-14",16.7,29.8,"Kelowna"
2023,"06-15",25.5,29.8,"Kelowna"
2023,"06-16",24.6,30,"Kelowna"
2023,"06-17",24.5,30,"Kelowna"
2023,"06-18",16.4,30,"Kelowna"
2023,"06-19",14.5,30.2,"Kelowna"
2023,"06-20",15.7,30.4,"Kelowna"
2023,"06-21",21.5,30.6,"Kelowna"
2023,"06-22",NA,30.6,"Kelowna"
2023,"06-23",NA,30.77,"Kelowna"
2023,"06-24",26.7,31.1,"Kelowna"
2023,"06-25",26.8,31.1,"Kelowna"
2023,"06-26",30,31.23,"Kelowna"
2023,"06-27",32.3,31.7,"Kelowna"
2023,"06-28",32.6,31.7,"Kelowna"
2023,"06-29",32.4,31.7,"Kelowna"
2023,"06-30",33.2,31.8,"Kelowna"
2023,"07-01",29.1,32.14,"Kelowna"
2023,"07-02",26,32.2,"Kelowna"
2023,"07-03",28.1,32.2,"Kelowna"
2023,"07-04",30.1,32.5,"Kelowna"
2023,"07-05",31.7,32.8,"Kelowna"
2023,"07-06",33,32.8,"Kelowna"
2023,"07-07",32.3,32.8,"Kelowna"
2023,"07-08",34.6,32.8,"Kelowna"
2023,"07-09",34.5,33,"Kelowna"
2023,"07-10",29.7,33.02,"Kelowna"
2023,"07-11",29.5,33.1,"Kelowna"
2023,"07-12",28.7,33.21,"Kelowna"
2023,"07-13",29.1,33.3,"Kelowna"
2023,"07-14",32.5,33.35,"Kelowna"
2023,"07-15",34.1,33.7,"Kelowna"
2023,"07-16",35.2,33.9,"Kelowna"
2023,"07-17",27,33.9,"Kelowna"
2023,"07-18",28.1,33.9,"Kelowna"
2023,"07-19",32.9,33.97,"Kelowna"
2023,"07-20",36.3,34,"Kelowna"
2023,"07-21",36,34.2,"Kelowna"
2023,"07-22",34.1,34.2,"Kelowna"
2023,"07-23",34.1,34.2,"Kelowna"
2023,"07-24",28.7,34.3,"Kelowna"
2023,"07-25",22.9,34.3,"Kelowna"
2023,"07-26",25.8,34.3,"Kelowna"
2023,"07-27",28.8,34.2,"Kelowna"
2023,"07-28",31.5,34.1,"Kelowna"
2023,"07-29",34.5,34.1,"Kelowna"
2023,"07-30",30.9,34,"Kelowna"
2023,"07-31",30.2,33.9,"Kelowna"
2023,"08-01",32.5,33.9,"Kelowna"
2023,"08-02",33.1,33.9,"Kelowna"
2023,"08-03",31.1,33.9,"Kelowna"
