"Year","DayOfYear","variable","value","Temp_Diff","Percentile_90","Temp_Higher","streak","Heatwave","daily_max_temp","station"
1940,"07-25","Temp_Diff",-6.92729975081734,-6.92729975081734,25.3850814867069,"Not Higher",25,"Not Higher",NA,"YVR_era5"
1940,"07-26","Temp_Diff",-8.05497913615271,-8.05497913615271,25.3326714916799,"Not Higher",25,"Not Higher",NA,"YVR_era5"
1940,"07-27","Temp_Diff",-8.4847038710161,-8.4847038710161,25.3186703109026,"Not Higher",25,"Not Higher",NA,"YVR_era5"
1940,"07-28","Temp_Diff",-7.64840816534887,-7.64840816534887,25.3790579049421,"Not Higher",25,"Not Higher",NA,"YVR_era5"
1940,"07-29","Temp_Diff",-7.77836130188288,-7.77836130188288,25.31915050753,"Not Higher",25,"Not Higher",NA,"YVR_era5"
1940,"07-30","Temp_Diff",-7.68629168105192,-7.68629168105192,25.2575447325024,"Not Higher",25,"Not Higher",NA,"YVR_era5"
1940,"07-31","Temp_Diff",-7.27093825410779,-7.27093825410779,25.31915050753,"Not Higher",25,"Not Higher",NA,"YVR_era5"
1940,"08-01","Temp_Diff",-7.44121179100307,-7.44121179100307,25.3595680552433,"Not Higher",25,"Not Higher",NA,"YVR_era5"
1940,"08-02","Temp_Diff",-6.73848310068376,-6.73848310068376,25.5095193318037,"Not Higher",25,"Not Higher",NA,"YVR_era5"
1940,"08-03","Temp_Diff",-7.08004743241838,-7.08004743241838,25.5095193318037,"Not Higher",25,"Not Higher",NA,"YVR_era5"
1940,"08-04","Temp_Diff",-5.32944414619232,-5.32944414619232,25.4784308975893,"Not Higher",25,"Not Higher",NA,"YVR_era5"
1940,"08-05","Temp_Diff",-1.99736401516576,-1.99736401516576,25.4542936189472,"Not Higher",25,"Not Higher",NA,"YVR_era5"
1940,"08-06","Temp_Diff",-1.2768569891106,-1.2768569891106,25.4141458158336,"Not Higher",25,"Not Higher",NA,"YVR_era5"
1940,"08-07","Temp_Diff",-5.2653365733319,-5.2653365733319,25.3798591759412,"Not Higher",25,"Not Higher",NA,"YVR_era5"
1940,"08-08","Temp_Diff",-2.61483971234562,-2.61483971234562,25.3938718180989,"Not Higher",25,"Not Higher",NA,"YVR_era5"
1940,"08-09","Temp_Diff",-6.37508928476698,-6.37508928476698,25.4141458158336,"Not Higher",25,"Not Higher",NA,"YVR_era5"
1940,"08-10","Temp_Diff",-6.11294750906146,-6.11294750906146,25.42556322113,"Not Higher",25,"Not Higher",NA,"YVR_era5"
1940,"08-11","Temp_Diff",-2.96871266864721,-2.96871266864721,25.3938718180989,"Not Higher",25,"Not Higher",NA,"YVR_era5"
1940,"08-12","Temp_Diff",-4.17811557644684,-4.17811557644684,25.3136385868898,"Not Higher",25,"Not Higher",NA,"YVR_era5"
1940,"08-13","Temp_Diff",-7.80001166255515,-7.80001166255515,25.3084907287139,"Not Higher",25,"Not Higher",NA,"YVR_era5"
1940,"08-14","Temp_Diff",-7.28044786804692,-7.28044786804692,25.1711097270114,"Not Higher",25,"Not Higher",NA,"YVR_era5"
1940,"08-15","Temp_Diff",-6.63607664223676,-6.63607664223676,25.0738568632049,"Not Higher",25,"Not Higher",NA,"YVR_era5"
1940,"08-16","Temp_Diff",-3.24392992783693,-3.24392992783693,24.8819525362282,"Not Higher",25,"Not Higher",NA,"YVR_era5"
1940,"08-17","Temp_Diff",1.04701256375905,1.04701256375905,24.752556010739,"Higher",3,"Heatwave",1.04701256375905,"YVR_era5"
1940,"08-18","Temp_Diff",2.57534702444169,2.57534702444169,24.5424752411833,"Higher",3,"Heatwave",2.57534702444169,"YVR_era5"
1940,"08-19","Temp_Diff",2.56251161375166,2.56251161375166,24.4156077630378,"Higher",3,"Heatwave",2.56251161375166,"YVR_era5"
1940,"08-20","Temp_Diff",-2.68998050086349,-2.68998050086349,24.2926158136246,"Not Higher",18,"Not Higher",NA,"YVR_era5"
1940,"08-21","Temp_Diff",-5.13549369777205,-5.13549369777205,24.1471635391771,"Not Higher",18,"Not Higher",NA,"YVR_era5"
1940,"08-22","Temp_Diff",-4.72270158252512,-4.72270158252512,24.097475848657,"Not Higher",18,"Not Higher",NA,"YVR_era5"
1940,"08-23","Temp_Diff",-4.21635199313351,-4.21635199313351,23.9622312899608,"Not Higher",18,"Not Higher",NA,"YVR_era5"
1940,"08-24","Temp_Diff",-2.91385944748261,-2.91385944748261,23.8176726004516,"Not Higher",18,"Not Higher",NA,"YVR_era5"
1940,"08-25","Temp_Diff",-4.23054711879418,-4.23054711879418,23.6567098924933,"Not Higher",18,"Not Higher",NA,"YVR_era5"
1940,"08-26","Temp_Diff",-6.00123392478556,-6.00123392478556,23.6032585376535,"Not Higher",18,"Not Higher",NA,"YVR_era5"
