"yrmon","max_consec","Station","year","month"
196401,6,"Kelowna",1964,1
196402,14,"Kelowna",1964,2
196403,27,"Kelowna",1964,3
196404,23,"Kelowna",1964,4
196405,15,"Kelowna",1964,5
196406,8,"Kelowna",1964,6
196407,14,"Kelowna",1964,7
196408,6,"Kelowna",1964,8
196409,16,"Kelowna",1964,9
196410,15,"Kelowna",1964,10
196411,10,"Kelowna",1964,11
196412,8,"Kelowna",1964,12
196501,6,"Kelowna",1965,1
196502,32,"Kelowna",1965,2
196503,31,"Kelowna",1965,3
196504,25,"Kelowna",1965,4
196505,14,"Kelowna",1965,5
196506,14,"Kelowna",1965,6
196507,17,"Kelowna",1965,7
196508,16,"Kelowna",1965,8
196509,22,"Kelowna",1965,9
196510,19,"Kelowna",1965,10
196511,9,"Kelowna",1965,11
196512,12,"Kelowna",1965,12
196601,12,"Kelowna",1966,1
196602,16,"Kelowna",1966,2
196603,26,"Kelowna",1966,3
196604,15,"Kelowna",1966,4
196605,14,"Kelowna",1966,5
196606,13,"Kelowna",1966,6
196607,13,"Kelowna",1966,7
196608,15,"Kelowna",1966,8
196609,9,"Kelowna",1966,9
196610,13,"Kelowna",1966,10
196611,4,"Kelowna",1966,11
196612,14,"Kelowna",1966,12
196701,6,"Kelowna",1967,1
196702,20,"Kelowna",1967,2
196703,12,"Kelowna",1967,3
196704,14,"Kelowna",1967,4
196705,17,"Kelowna",1967,5
196706,14,"Kelowna",1967,6
196707,15,"Kelowna",1967,7
196708,25,"Kelowna",1967,8
196709,20,"Kelowna",1967,9
196710,7,"Kelowna",1967,10
196711,7,"Kelowna",1967,11
196712,12,"Kelowna",1967,12
196801,17,"Kelowna",1968,1
196802,16,"Kelowna",1968,2
196803,20,"Kelowna",1968,3
196804,23,"Kelowna",1968,4
196805,8,"Kelowna",1968,5
196806,12,"Kelowna",1968,6
196807,25,"Kelowna",1968,7
196808,15,"Kelowna",1968,8
196809,18,"Kelowna",1968,9
196810,13,"Kelowna",1968,10
196811,11,"Kelowna",1968,11
196812,11,"Kelowna",1968,12
196901,5,"Kelowna",1969,1
196902,10,"Kelowna",1969,2
196903,15,"Kelowna",1969,3
196904,5,"Kelowna",1969,4
196905,22,"Kelowna",1969,5
196906,18,"Kelowna",1969,6
196907,32,"Kelowna",1969,7
196908,21,"Kelowna",1969,8
196909,13,"Kelowna",1969,9
196910,17,"Kelowna",1969,10
196911,20,"Kelowna",1969,11
196912,6,"Kelowna",1969,12
197001,9,"Kelowna",1970,1
197002,16,"Kelowna",1970,2
197003,6,"Kelowna",1970,3
197004,17,"Kelowna",1970,4
197005,17,"Kelowna",1970,5
197006,19,"Kelowna",1970,6
197007,29,"Kelowna",1970,7
197008,27,"Kelowna",1970,8
197009,15,"Kelowna",1970,9
197010,12,"Kelowna",1970,10
197011,7,"Kelowna",1970,11
197012,15,"Kelowna",1970,12
197101,7,"Kelowna",1971,1
197102,5,"Kelowna",1971,2
197103,9,"Kelowna",1971,3
197104,15,"Kelowna",1971,4
197105,9,"Kelowna",1971,5
197106,10,"Kelowna",1971,6
197107,42,"Kelowna",1971,7
197108,21,"Kelowna",1971,8
197109,17,"Kelowna",1971,9
197110,16,"Kelowna",1971,10
197111,10,"Kelowna",1971,11
197112,4,"Kelowna",1971,12
197201,4,"Kelowna",1972,1
197202,5,"Kelowna",1972,2
197203,13,"Kelowna",1972,3
197204,11,"Kelowna",1972,4
197205,15,"Kelowna",1972,5
197206,11,"Kelowna",1972,6
197207,27,"Kelowna",1972,7
197208,15,"Kelowna",1972,8
197209,15,"Kelowna",1972,9
197210,15,"Kelowna",1972,10
197211,20,"Kelowna",1972,11
197212,9,"Kelowna",1972,12
197301,17,"Kelowna",1973,1
197302,13,"Kelowna",1973,2
197303,26,"Kelowna",1973,3
197304,16,"Kelowna",1973,4
197305,16,"Kelowna",1973,5
197306,11,"Kelowna",1973,6
197307,40,"Kelowna",1973,7
197308,15,"Kelowna",1973,8
197309,12,"Kelowna",1973,9
197310,8,"Kelowna",1973,10
197311,5,"Kelowna",1973,11
197312,9,"Kelowna",1973,12
197401,7,"Kelowna",1974,1
197402,9,"Kelowna",1974,2
197403,17,"Kelowna",1974,3
197404,14,"Kelowna",1974,4
197405,9,"Kelowna",1974,5
197406,27,"Kelowna",1974,6
197407,15,"Kelowna",1974,7
197408,22,"Kelowna",1974,8
197409,20,"Kelowna",1974,9
197410,30,"Kelowna",1974,10
197411,12,"Kelowna",1974,11
197412,4,"Kelowna",1974,12
197501,4,"Kelowna",1975,1
197502,7,"Kelowna",1975,2
197503,11,"Kelowna",1975,3
197504,20,"Kelowna",1975,4
197505,17,"Kelowna",1975,5
197506,14,"Kelowna",1975,6
197507,14,"Kelowna",1975,7
197508,17,"Kelowna",1975,8
197509,16,"Kelowna",1975,9
197510,12,"Kelowna",1975,10
197511,9,"Kelowna",1975,11
197512,9,"Kelowna",1975,12
197601,15,"Kelowna",1976,1
197602,19,"Kelowna",1976,2
197603,17,"Kelowna",1976,3
197604,8,"Kelowna",1976,4
197605,5,"Kelowna",1976,5
197606,12,"Kelowna",1976,6
197607,11,"Kelowna",1976,7
197608,8,"Kelowna",1976,8
197609,20,"Kelowna",1976,9
197610,13,"Kelowna",1976,10
197611,15,"Kelowna",1976,11
197612,7,"Kelowna",1976,12
197701,16,"Kelowna",1977,1
197702,15,"Kelowna",1977,2
197703,6,"Kelowna",1977,3
197704,17,"Kelowna",1977,4
197705,6,"Kelowna",1977,5
197706,13,"Kelowna",1977,6
197707,25,"Kelowna",1977,7
197708,22,"Kelowna",1977,8
197709,14,"Kelowna",1977,9
197710,20,"Kelowna",1977,10
197712,13,"Kelowna",1977,12
197801,6,"Kelowna",1978,1
197802,7,"Kelowna",1978,2
197803,11,"Kelowna",1978,3
197804,7,"Kelowna",1978,4
197805,10,"Kelowna",1978,5
197806,13,"Kelowna",1978,6
197807,16,"Kelowna",1978,7
197808,11,"Kelowna",1978,8
197809,22,"Kelowna",1978,9
197810,19,"Kelowna",1978,10
197811,12,"Kelowna",1978,11
197812,10,"Kelowna",1978,12
197901,8,"Kelowna",1979,1
197902,8,"Kelowna",1979,2
197903,31,"Kelowna",1979,3
197904,15,"Kelowna",1979,4
197905,20,"Kelowna",1979,5
197906,15,"Kelowna",1979,6
197907,37,"Kelowna",1979,7
197908,16,"Kelowna",1979,8
197909,18,"Kelowna",1979,9
197910,13,"Kelowna",1979,10
197911,19,"Kelowna",1979,11
197912,11,"Kelowna",1979,12
198001,16,"Kelowna",1980,1
198002,9,"Kelowna",1980,2
198003,16,"Kelowna",1980,3
198004,7,"Kelowna",1980,4
198005,5,"Kelowna",1980,5
198006,4,"Kelowna",1980,6
198007,10,"Kelowna",1980,7
198008,8,"Kelowna",1980,8
198009,19,"Kelowna",1980,9
198010,11,"Kelowna",1980,10
198011,9,"Kelowna",1980,11
198012,11,"Kelowna",1980,12
198101,21,"Kelowna",1981,1
198102,11,"Kelowna",1981,2
198103,11,"Kelowna",1981,3
198104,10,"Kelowna",1981,4
198105,4,"Kelowna",1981,5
198106,7,"Kelowna",1981,6
198107,22,"Kelowna",1981,7
198108,15,"Kelowna",1981,8
198109,14,"Kelowna",1981,9
198110,16,"Kelowna",1981,10
198111,10,"Kelowna",1981,11
198112,5,"Kelowna",1981,12
198201,14,"Kelowna",1982,1
198202,12,"Kelowna",1982,2
198203,11,"Kelowna",1982,3
198204,14,"Kelowna",1982,4
198205,13,"Kelowna",1982,5
198206,18,"Kelowna",1982,6
198207,6,"Kelowna",1982,7
198208,9,"Kelowna",1982,8
198209,10,"Kelowna",1982,9
198210,8,"Kelowna",1982,10
198211,9,"Kelowna",1982,11
198212,8,"Kelowna",1982,12
198301,9,"Kelowna",1983,1
198302,8,"Kelowna",1983,2
198303,9,"Kelowna",1983,3
198304,10,"Kelowna",1983,4
198305,19,"Kelowna",1983,5
198306,9,"Kelowna",1983,6
198307,11,"Kelowna",1983,7
198308,15,"Kelowna",1983,8
198309,29,"Kelowna",1983,9
198310,16,"Kelowna",1983,10
198311,7,"Kelowna",1983,11
198312,6,"Kelowna",1983,12
198401,19,"Kelowna",1984,1
198402,15,"Kelowna",1984,2
198403,11,"Kelowna",1984,3
198404,8,"Kelowna",1984,4
198405,8,"Kelowna",1984,5
198406,21,"Kelowna",1984,6
198407,20,"Kelowna",1984,7
198408,13,"Kelowna",1984,8
198409,18,"Kelowna",1984,9
198410,10,"Kelowna",1984,10
198411,7,"Kelowna",1984,11
198412,19,"Kelowna",1984,12
198501,18,"Kelowna",1985,1
198502,8,"Kelowna",1985,2
198503,20,"Kelowna",1985,3
198504,13,"Kelowna",1985,4
198505,8,"Kelowna",1985,5
198506,22,"Kelowna",1985,6
198507,15,"Kelowna",1985,7
198508,15,"Kelowna",1985,8
198509,10,"Kelowna",1985,9
198510,3,"Kelowna",1985,10
198511,14,"Kelowna",1985,11
198512,15,"Kelowna",1985,12
198601,9,"Kelowna",1986,1
198602,11,"Kelowna",1986,2
198603,10,"Kelowna",1986,3
198604,6,"Kelowna",1986,4
198605,13,"Kelowna",1986,5
198606,8,"Kelowna",1986,6
198607,33,"Kelowna",1986,7
198608,28,"Kelowna",1986,8
198609,11,"Kelowna",1986,9
198610,24,"Kelowna",1986,10
198611,7,"Kelowna",1986,11
198612,7,"Kelowna",1986,12
198701,24,"Kelowna",1987,1
198702,17,"Kelowna",1987,2
198703,18,"Kelowna",1987,3
198704,9,"Kelowna",1987,4
198705,16,"Kelowna",1987,5
198706,16,"Kelowna",1987,6
198707,16,"Kelowna",1987,7
198708,28,"Kelowna",1987,8
198709,17,"Kelowna",1987,9
198710,16,"Kelowna",1987,10
198711,14,"Kelowna",1987,11
198712,8,"Kelowna",1987,12
198801,14,"Kelowna",1988,1
198802,21,"Kelowna",1988,2
198803,14,"Kelowna",1988,3
198804,10,"Kelowna",1988,4
198805,9,"Kelowna",1988,5
198806,14,"Kelowna",1988,6
198807,18,"Kelowna",1988,7
198808,30,"Kelowna",1988,8
198809,16,"Kelowna",1988,9
198810,13,"Kelowna",1988,10
198811,10,"Kelowna",1988,11
198812,7,"Kelowna",1988,12
198901,30,"Kelowna",1989,1
198902,14,"Kelowna",1989,2
198903,7,"Kelowna",1989,3
198904,15,"Kelowna",1989,4
198905,12,"Kelowna",1989,5
198906,8,"Kelowna",1989,6
198907,14,"Kelowna",1989,7
198908,11,"Kelowna",1989,8
198909,25,"Kelowna",1989,9
198910,12,"Kelowna",1989,10
198911,12,"Kelowna",1989,11
198912,11,"Kelowna",1989,12
199001,6,"Kelowna",1990,1
199002,18,"Kelowna",1990,2
199003,20,"Kelowna",1990,3
199004,12,"Kelowna",1990,4
199005,9,"Kelowna",1990,5
199006,4,"Kelowna",1990,6
199007,22,"Kelowna",1990,7
199008,17,"Kelowna",1990,8
199009,16,"Kelowna",1990,9
199010,10,"Kelowna",1990,10
199011,6,"Kelowna",1990,11
199012,4,"Kelowna",1990,12
199101,15,"Kelowna",1991,1
199102,12,"Kelowna",1991,2
199103,14,"Kelowna",1991,3
199104,9,"Kelowna",1991,4
199105,11,"Kelowna",1991,5
199106,17,"Kelowna",1991,6
199107,12,"Kelowna",1991,7
199108,12,"Kelowna",1991,8
199109,41,"Kelowna",1991,9
199110,11,"Kelowna",1991,10
199111,8,"Kelowna",1991,11
199112,27,"Kelowna",1991,12
199201,6,"Kelowna",1992,1
199202,14,"Kelowna",1992,2
199203,16,"Kelowna",1992,3
199204,12,"Kelowna",1992,4
199205,13,"Kelowna",1992,5
199206,14,"Kelowna",1992,6
199207,15,"Kelowna",1992,7
199208,21,"Kelowna",1992,8
199209,17,"Kelowna",1992,9
199210,11,"Kelowna",1992,10
199211,10,"Kelowna",1992,11
199212,7,"Kelowna",1992,12
199301,14,"Kelowna",1993,1
199302,21,"Kelowna",1993,2
199303,13,"Kelowna",1993,3
199304,5,"Kelowna",1993,4
199305,9,"Kelowna",1993,5
199306,5,"Kelowna",1993,6
199307,10,"Kelowna",1993,7
199308,13,"Kelowna",1993,8
199309,15,"Kelowna",1993,9
199310,7,"Kelowna",1993,10
199311,8,"Kelowna",1993,11
199312,7,"Kelowna",1993,12
199401,14,"Kelowna",1994,1
199402,7,"Kelowna",1994,2
199403,15,"Kelowna",1994,3
199404,6,"Kelowna",1994,4
199405,13,"Kelowna",1994,5
199406,5,"Kelowna",1994,6
199407,31,"Kelowna",1994,7
199408,9,"Kelowna",1994,8
199409,22,"Kelowna",1994,9
199410,12,"Kelowna",1994,10
199411,4,"Kelowna",1994,11
199412,12,"Kelowna",1994,12
199501,11,"Kelowna",1995,1
199502,15,"Kelowna",1995,2
199503,11,"Kelowna",1995,3
199504,17,"Kelowna",1995,4
199505,4,"Kelowna",1995,5
199506,10,"Kelowna",1995,6
199507,14,"Kelowna",1995,7
199508,11,"Kelowna",1995,8
199509,20,"Kelowna",1995,9
199510,10,"Kelowna",1995,10
199511,10,"Kelowna",1995,11
199512,10,"Kelowna",1995,12
199601,7,"Kelowna",1996,1
199602,10,"Kelowna",1996,2
199603,15,"Kelowna",1996,3
199604,9,"Kelowna",1996,4
199605,18,"Kelowna",1996,5
199606,23,"Kelowna",1996,6
199607,16,"Kelowna",1996,7
199608,25,"Kelowna",1996,8
199609,11,"Kelowna",1996,9
199610,6,"Kelowna",1996,10
199611,5,"Kelowna",1996,11
199612,5,"Kelowna",1996,12
199701,8,"Kelowna",1997,1
199702,9,"Kelowna",1997,2
199703,20,"Kelowna",1997,3
199704,19,"Kelowna",1997,4
199705,15,"Kelowna",1997,5
199706,6,"Kelowna",1997,6
199707,9,"Kelowna",1997,7
199708,13,"Kelowna",1997,8
199709,8,"Kelowna",1997,9
199710,6,"Kelowna",1997,10
199711,17,"Kelowna",1997,11
199712,7,"Kelowna",1997,12
199801,5,"Kelowna",1998,1
199802,13,"Kelowna",1998,2
199803,10,"Kelowna",1998,3
199804,16,"Kelowna",1998,4
199805,10,"Kelowna",1998,5
199806,6,"Kelowna",1998,6
199807,74,"Kelowna",1998,7
199808,47,"Kelowna",1998,8
199809,16,"Kelowna",1998,9
199810,9,"Kelowna",1998,10
199811,4,"Kelowna",1998,11
199812,11,"Kelowna",1998,12
199901,9,"Kelowna",1999,1
199902,9,"Kelowna",1999,2
199903,8,"Kelowna",1999,3
199904,11,"Kelowna",1999,4
199905,10,"Kelowna",1999,5
199906,10,"Kelowna",1999,6
199907,9,"Kelowna",1999,7
199908,14,"Kelowna",1999,8
199909,17,"Kelowna",1999,9
199910,13,"Kelowna",1999,10
199911,4,"Kelowna",1999,11
199912,11,"Kelowna",1999,12
200001,9,"Kelowna",2000,1
200002,7,"Kelowna",2000,2
200003,21,"Kelowna",2000,3
200004,12,"Kelowna",2000,4
200005,6,"Kelowna",2000,5
200006,14,"Kelowna",2000,6
200007,20,"Kelowna",2000,7
200008,14,"Kelowna",2000,8
200009,18,"Kelowna",2000,9
200010,15,"Kelowna",2000,10
200011,21,"Kelowna",2000,11
200012,7,"Kelowna",2000,12
200101,9,"Kelowna",2001,1
200102,14,"Kelowna",2001,2
200103,7,"Kelowna",2001,3
200104,8,"Kelowna",2001,4
200105,11,"Kelowna",2001,5
200106,14,"Kelowna",2001,6
200107,11,"Kelowna",2001,7
200108,17,"Kelowna",2001,8
200109,16,"Kelowna",2001,9
200110,7,"Kelowna",2001,10
200111,7,"Kelowna",2001,11
200112,10,"Kelowna",2001,12
200201,3,"Kelowna",2002,1
200202,19,"Kelowna",2002,2
200203,16,"Kelowna",2002,3
200204,22,"Kelowna",2002,4
200205,20,"Kelowna",2002,5
200206,16,"Kelowna",2002,6
200207,27,"Kelowna",2002,7
200208,10,"Kelowna",2002,8
200209,27,"Kelowna",2002,9
200210,26,"Kelowna",2002,10
200211,18,"Kelowna",2002,11
200212,10,"Kelowna",2002,12
200301,15,"Kelowna",2003,1
200302,14,"Kelowna",2003,2
200303,10,"Kelowna",2003,3
200304,8,"Kelowna",2003,4
200305,12,"Kelowna",2003,5
200306,48,"Kelowna",2003,6
200307,40,"Kelowna",2003,7
200308,27,"Kelowna",2003,8
200309,17,"Kelowna",2003,9
200310,12,"Kelowna",2003,10
200311,15,"Kelowna",2003,11
200312,12,"Kelowna",2003,12
200401,8,"Kelowna",2004,1
200402,20,"Kelowna",2004,2
200403,15,"Kelowna",2004,3
200404,13,"Kelowna",2004,4
200405,8,"Kelowna",2004,5
200406,11,"Kelowna",2004,6
200407,15,"Kelowna",2004,7
200408,14,"Kelowna",2004,8
200409,19,"Kelowna",2004,9
200410,8,"Kelowna",2004,10
200411,16,"Kelowna",2004,11
200412,9,"Kelowna",2004,12
200501,10,"Kelowna",2005,1
200502,23,"Kelowna",2005,2
200503,8,"Kelowna",2005,3
200504,12,"Kelowna",2005,4
200505,7,"Kelowna",2005,5
200506,5,"Kelowna",2005,6
200507,17,"Kelowna",2005,7
200508,8,"Kelowna",2005,8
200509,20,"Kelowna",2005,9
200510,6,"Kelowna",2005,10
200511,11,"Kelowna",2005,11
200512,11,"Kelowna",2005,12
200601,9,"Kelowna",2006,1
200602,16,"Kelowna",2006,2
200603,9,"Kelowna",2006,3
200604,7,"Kelowna",2006,4
200605,8,"Kelowna",2006,5
200606,13,"Kelowna",2006,6
200607,21,"Kelowna",2006,7
200608,13,"Kelowna",2006,8
200609,23,"Kelowna",2006,9
200610,14,"Kelowna",2006,10
200611,9,"Kelowna",2006,11
200612,7,"Kelowna",2006,12
200701,14,"Kelowna",2007,1
200702,6,"Kelowna",2007,2
200703,13,"Kelowna",2007,3
200704,22,"Kelowna",2007,4
200705,32,"Kelowna",2007,5
200706,4,"Kelowna",2007,6
200707,16,"Kelowna",2007,7
200708,8,"Kelowna",2007,8
200709,12,"Kelowna",2007,9
200710,15,"Kelowna",2007,10
200711,5,"Kelowna",2007,11
200712,9,"Kelowna",2007,12
200801,7,"Kelowna",2008,1
200802,9,"Kelowna",2008,2
200803,14,"Kelowna",2008,3
200804,10,"Kelowna",2008,4
200805,9,"Kelowna",2008,5
200806,12,"Kelowna",2008,6
200807,17,"Kelowna",2008,7
200808,17,"Kelowna",2008,8
200809,15,"Kelowna",2008,9
200810,17,"Kelowna",2008,10
200811,7,"Kelowna",2008,11
200812,5,"Kelowna",2008,12
200901,19,"Kelowna",2009,1
200902,21,"Kelowna",2009,2
200903,15,"Kelowna",2009,3
200904,15,"Kelowna",2009,4
200905,13,"Kelowna",2009,5
200906,13,"Kelowna",2009,6
200907,16,"Kelowna",2009,7
200908,12,"Kelowna",2009,8
200909,24,"Kelowna",2009,9
200910,21,"Kelowna",2009,10
200911,19,"Kelowna",2009,11
200912,14,"Kelowna",2009,12
201001,35,"Kelowna",2010,1
201002,23,"Kelowna",2010,2
201003,11,"Kelowna",2010,3
201004,9,"Kelowna",2010,4
201005,10,"Kelowna",2010,5
201006,12,"Kelowna",2010,6
201007,9,"Kelowna",2010,7
201008,19,"Kelowna",2010,8
201009,15,"Kelowna",2010,9
201010,12,"Kelowna",2010,10
201011,17,"Kelowna",2010,11
201012,11,"Kelowna",2010,12
201101,7,"Kelowna",2011,1
201102,24,"Kelowna",2011,2
201103,13,"Kelowna",2011,3
201104,11,"Kelowna",2011,4
201105,6,"Kelowna",2011,5
201106,12,"Kelowna",2011,6
201107,13,"Kelowna",2011,7
201108,44,"Kelowna",2011,8
201109,23,"Kelowna",2011,9
201110,15,"Kelowna",2011,10
201111,15,"Kelowna",2011,11
201112,14,"Kelowna",2011,12
201201,9,"Kelowna",2012,1
201202,11,"Kelowna",2012,2
201203,12,"Kelowna",2012,3
201204,13,"Kelowna",2012,4
201205,8,"Kelowna",2012,5
201206,4,"Kelowna",2012,6
201207,44,"Kelowna",2012,7
201208,36,"Kelowna",2012,8
201209,31,"Kelowna",2012,9
201210,11,"Kelowna",2012,10
201211,8,"Kelowna",2012,11
201212,8,"Kelowna",2012,12
201301,16,"Kelowna",2013,1
201302,15,"Kelowna",2013,2
201303,17,"Kelowna",2013,3
201304,7,"Kelowna",2013,4
201305,11,"Kelowna",2013,5
201306,10,"Kelowna",2013,6
201307,15,"Kelowna",2013,7
201308,9,"Kelowna",2013,8
201309,7,"Kelowna",2013,9
201310,23,"Kelowna",2013,10
201311,9,"Kelowna",2013,11
201312,10,"Kelowna",2013,12
201401,16,"Kelowna",2014,1
201402,10,"Kelowna",2014,2
201403,12,"Kelowna",2014,3
201404,11,"Kelowna",2014,4
201405,8,"Kelowna",2014,5
201406,9,"Kelowna",2014,6
201407,19,"Kelowna",2014,7
201408,12,"Kelowna",2014,8
201409,14,"Kelowna",2014,9
201410,10,"Kelowna",2014,10
201411,10,"Kelowna",2014,11
201412,9,"Kelowna",2014,12
201501,7,"Kelowna",2015,1
201502,24,"Kelowna",2015,2
201503,16,"Kelowna",2015,3
201504,20,"Kelowna",2015,4
201505,14,"Kelowna",2015,5
201506,18,"Kelowna",2015,6
201507,11,"Kelowna",2015,7
201508,7,"Kelowna",2015,8
201509,11,"Kelowna",2015,9
201510,143,"Kelowna",2015,10
201511,124,"Kelowna",2015,11
201512,95,"Kelowna",2015,12
201601,65,"Kelowna",2016,1
201602,35,"Kelowna",2016,2
201603,23,"Kelowna",2016,3
201604,27,"Kelowna",2016,4
201605,11,"Kelowna",2016,5
201606,10,"Kelowna",2016,6
201607,12,"Kelowna",2016,7
201608,12,"Kelowna",2016,8
201609,10,"Kelowna",2016,9
201610,5,"Kelowna",2016,10
201611,6,"Kelowna",2016,11
201612,22,"Kelowna",2016,12
201701,22,"Kelowna",2017,1
201702,10,"Kelowna",2017,2
201703,4,"Kelowna",2017,3
201704,6,"Kelowna",2017,4
201705,14,"Kelowna",2017,5
201706,84,"Kelowna",2017,6
201707,59,"Kelowna",2017,7
201708,34,"Kelowna",2017,8
201709,16,"Kelowna",2017,9
201710,10,"Kelowna",2017,10
201711,5,"Kelowna",2017,11
201712,11,"Kelowna",2017,12
201801,4,"Kelowna",2018,1
201802,11,"Kelowna",2018,2
201803,8,"Kelowna",2018,3
201804,20,"Kelowna",2018,4
201805,12,"Kelowna",2018,5
201806,8,"Kelowna",2018,6
201807,22,"Kelowna",2018,7
201808,13,"Kelowna",2018,8
201809,7,"Kelowna",2018,9
201810,13,"Kelowna",2018,10
201811,12,"Kelowna",2018,11
201812,24,"Kelowna",2018,12
201901,22,"Kelowna",2019,1
201902,14,"Kelowna",2019,2
201903,18,"Kelowna",2019,3
201904,25,"Kelowna",2019,4
201905,13,"Kelowna",2019,5
201906,11,"Kelowna",2019,6
201907,17,"Kelowna",2019,7
201908,13,"Kelowna",2019,8
201909,5,"Kelowna",2019,9
201910,17,"Kelowna",2019,10
201911,11,"Kelowna",2019,11
201912,6,"Kelowna",2019,12
202001,12,"Kelowna",2020,1
202002,15,"Kelowna",2020,2
202003,21,"Kelowna",2020,3
202004,13,"Kelowna",2020,4
202005,5,"Kelowna",2020,5
202006,5,"Kelowna",2020,6
202007,15,"Kelowna",2020,7
202008,31,"Kelowna",2020,8
202009,22,"Kelowna",2020,9
202010,10,"Kelowna",2020,10
202011,19,"Kelowna",2020,11
202012,7,"Kelowna",2020,12
202101,14,"Kelowna",2021,1
202102,41,"Kelowna",2021,2
202103,36,"Kelowna",2021,3
202104,25,"Kelowna",2021,4
202105,24,"Kelowna",2021,5
202106,23,"Kelowna",2021,6
202107,23,"Kelowna",2021,7
202108,17,"Kelowna",2021,8
202109,11,"Kelowna",2021,9
202110,8,"Kelowna",2021,10
202111,8,"Kelowna",2021,11
202112,11,"Kelowna",2021,12
202201,30,"Kelowna",2022,1
202202,19,"Kelowna",2022,2
202203,12,"Kelowna",2022,3
202204,13,"Kelowna",2022,4
202205,6,"Kelowna",2022,5
202206,8,"Kelowna",2022,6
202207,19,"Kelowna",2022,7
202208,21,"Kelowna",2022,8
202209,33,"Kelowna",2022,9
202210,18,"Kelowna",2022,10
202211,22,"Kelowna",2022,11
202212,19,"Kelowna",2022,12
202301,13,"Kelowna",2023,1
202302,18,"Kelowna",2023,2
202303,13,"Kelowna",2023,3
202304,10,"Kelowna",2023,4
202305,26,"Kelowna",2023,5
202306,17,"Kelowna",2023,6
202307,27,"Kelowna",2023,7
202308,31,"Kelowna",2023,8
202309,24,"Kelowna",2023,9
202310,15,"Kelowna",2023,10
202311,21,"Kelowna",2023,11
202312,11,"Kelowna",2023,12
202401,7,"Kelowna",2024,1
202402,7,"Kelowna",2024,2
202403,15,"Kelowna",2024,3
202404,19,"Kelowna",2024,4
202405,16,"Kelowna",2024,5
202406,1,"Kelowna",2024,6
193701,0,"YVR",1937,1
193702,0,"YVR",1937,2
193703,3,"YVR",1937,3
193704,6,"YVR",1937,4
193705,21,"YVR",1937,5
193706,47,"YVR",1937,6
193707,40,"YVR",1937,7
193708,26,"YVR",1937,8
193709,24,"YVR",1937,9
193710,12,"YVR",1937,10
193711,3,"YVR",1937,11
193712,0,"YVR",1937,12
193801,8,"YVR",1938,1
193802,8,"YVR",1938,2
193803,6,"YVR",1938,3
193804,10,"YVR",1938,4
193805,34,"YVR",1938,5
193806,15,"YVR",1938,6
193807,27,"YVR",1938,7
193808,14,"YVR",1938,8
193809,12,"YVR",1938,9
193810,10,"YVR",1938,10
193811,9,"YVR",1938,11
193812,10,"YVR",1938,12
193901,4,"YVR",1939,1
193902,9,"YVR",1939,2
193903,8,"YVR",1939,3
193904,12,"YVR",1939,4
193905,17,"YVR",1939,5
193906,8,"YVR",1939,6
193907,39,"YVR",1939,7
193908,26,"YVR",1939,8
193909,9,"YVR",1939,9
193910,6,"YVR",1939,10
193911,3,"YVR",1939,11
193912,6,"YVR",1939,12
194001,7,"YVR",1940,1
194002,4,"YVR",1940,2
194003,7,"YVR",1940,3
194004,5,"YVR",1940,4
194005,11,"YVR",1940,5
194006,33,"YVR",1940,6
194007,14,"YVR",1940,7
194008,11,"YVR",1940,8
194009,11,"YVR",1940,9
194010,8,"YVR",1940,10
194011,8,"YVR",1940,11
194012,9,"YVR",1940,12
194101,5,"YVR",1941,1
194102,11,"YVR",1941,2
194103,10,"YVR",1941,3
194104,12,"YVR",1941,4
194105,7,"YVR",1941,5
194106,23,"YVR",1941,6
194107,18,"YVR",1941,7
194108,11,"YVR",1941,8
194109,5,"YVR",1941,9
194110,12,"YVR",1941,10
194111,7,"YVR",1941,11
194112,15,"YVR",1941,12
194201,6,"YVR",1942,1
194202,8,"YVR",1942,2
194203,5,"YVR",1942,3
194204,10,"YVR",1942,4
194205,7,"YVR",1942,5
194206,15,"YVR",1942,6
194207,25,"YVR",1942,7
194208,33,"YVR",1942,8
194209,29,"YVR",1942,9
194210,6,"YVR",1942,10
194211,3,"YVR",1942,11
194212,4,"YVR",1942,12
194301,8,"YVR",1943,1
194302,22,"YVR",1943,2
194303,12,"YVR",1943,3
194304,11,"YVR",1943,4
194305,6,"YVR",1943,5
194306,12,"YVR",1943,6
194307,24,"YVR",1943,7
194308,12,"YVR",1943,8
194309,15,"YVR",1943,9
194310,5,"YVR",1943,10
194311,7,"YVR",1943,11
194312,9,"YVR",1943,12
194401,6,"YVR",1944,1
194402,5,"YVR",1944,2
194403,8,"YVR",1944,3
194404,14,"YVR",1944,4
194405,13,"YVR",1944,5
194406,35,"YVR",1944,6
194407,19,"YVR",1944,7
194408,16,"YVR",1944,8
194409,11,"YVR",1944,9
194410,16,"YVR",1944,10
194411,8,"YVR",1944,11
194412,22,"YVR",1944,12
194501,13,"YVR",1945,1
194502,11,"YVR",1945,2
194503,4,"YVR",1945,3
194504,9,"YVR",1945,4
194505,16,"YVR",1945,5
194506,23,"YVR",1945,6
194507,26,"YVR",1945,7
194508,24,"YVR",1945,8
194509,20,"YVR",1945,9
194510,14,"YVR",1945,10
194511,4,"YVR",1945,11
194512,10,"YVR",1945,12
194601,6,"YVR",1946,1
194602,4,"YVR",1946,2
